,person_age,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
12222,25.0,60834.0,0,RENT,7000.0,EDUCATION,9.48,3.0,680,Yes,0
12223,24.0,69314.0,3,MORTGAGE,9000.0,EDUCATION,7.36,3.0,632,Yes,0
12224,24.0,92908.0,2,MORTGAGE,4000.0,PERSONAL,11.94,3.0,667,No,0
12225,32.0,87679.0,10,MORTGAGE,6566.0,DEBTCONSOLIDATION,10.4,8.0,601,Yes,0
12226,31.0,66979.0,6,MORTGAGE,6500.0,HOMEIMPROVEMENT,11.5,10.0,521,Yes,0
12227,38.0,89777.0,13,MORTGAGE,7059.0,VENTURE,8.95,12.0,695,Yes,0
12228,25.0,101643.0,2,MORTGAGE,20000.0,PERSONAL,13.76,2.0,662,No,0
12229,29.0,103343.0,7,MORTGAGE,18000.0,EDUCATION,12.65,9.0,565,Yes,0
12230,47.0,49018.0,21,RENT,3600.0,EDUCATION,7.95,18.0,727,No,727
12231,30.0,63402.0,4,RENT,7000.0,HOMEIMPROVEMENT,10.42,8.0,583,Yes,0
12232,22.0,139056.0,0,MORTGAGE,20000.0,DEBTCONSOLIDATION,10.68,4.0,618,Yes,0
12233,25.0,46839.0,2,RENT,6892.0,EDUCATION,7.6,3.0,551,Yes,0
12234,23.0,108820.0,2,RENT,5000.0,PERSONAL,15.39,4.0,495,Yes,0
12235,24.0,63511.0,3,RENT,8400.0,VENTURE,6.45,4.0,691,Yes,0
12236,23.0,50436.0,0,MORTGAGE,6000.0,EDUCATION,8.15,4.0,692,Yes,0
12237,29.0,44134.0,9,MORTGAGE,4800.0,VENTURE,12.44,9.0,663,Yes,0
12238,28.0,77789.0,6,MORTGAGE,3086.0,EDUCATION,8.62,6.0,655,Yes,0
12239,24.0,45615.0,1,RENT,10000.0,EDUCATION,8.41,3.0,649,Yes,0
12240,34.0,180924.0,10,MORTGAGE,6000.0,DEBTCONSOLIDATION,6.24,10.0,703,No,703
12241,31.0,72748.0,9,MORTGAGE,18341.0,EDUCATION,15.66,10.0,728,No,728
12242,30.0,72923.0,10,RENT,7200.0,HOMEIMPROVEMENT,6.76,8.0,592,Yes,0
12243,24.0,103172.0,3,MORTGAGE,9600.0,PERSONAL,11.92,4.0,591,Yes,0
12244,25.0,52733.0,5,RENT,8000.0,VENTURE,8.99,4.0,631,Yes,0
12245,27.0,55672.0,5,MORTGAGE,6477.0,PERSONAL,10.51,5.0,684,Yes,0
12246,26.0,114988.0,3,MORTGAGE,6558.0,PERSONAL,7.93,4.0,607,Yes,0
12247,23.0,103154.0,0,RENT,10000.0,PERSONAL,6.17,4.0,641,Yes,0
12248,42.0,85035.0,20,RENT,12000.0,HOMEIMPROVEMENT,11.03,17.0,678,No,0
12249,23.0,35494.0,0,MORTGAGE,10231.0,VENTURE,14.47,2.0,588,No,0
12250,23.0,75164.0,0,MORTGAGE,13000.0,HOMEIMPROVEMENT,12.25,4.0,695,Yes,0
12251,24.0,108590.0,3,RENT,12000.0,DEBTCONSOLIDATION,7.93,3.0,563,Yes,0
12252,30.0,97550.0,10,RENT,10000.0,VENTURE,7.99,6.0,515,Yes,0
12253,30.0,87344.0,7,MORTGAGE,6532.0,EDUCATION,9.81,7.0,663,Yes,0
12254,28.0,108832.0,6,MORTGAGE,12000.0,EDUCATION,8.15,8.0,548,No,0
12255,29.0,102105.0,6,RENT,5928.0,VENTURE,8.71,9.0,684,No,0
12256,29.0,127046.0,8,RENT,24000.0,VENTURE,11.57,6.0,615,Yes,0
12257,25.0,74253.0,3,RENT,5110.0,MEDICAL,10.03,3.0,619,No,0
12258,24.0,96551.0,0,OWN,25123.0,PERSONAL,10.38,3.0,620,Yes,0
12259,28.0,40689.0,5,RENT,7563.0,PERSONAL,10.76,9.0,715,No,715
12260,29.0,162898.0,3,MORTGAGE,11000.0,VENTURE,9.79,8.0,704,No,704
12261,27.0,249925.0,1,RENT,22000.0,PERSONAL,10.62,6.0,653,Yes,0
12262,23.0,54877.0,0,RENT,11259.0,PERSONAL,12.29,2.0,516,Yes,0
12263,28.0,116090.0,4,RENT,15000.0,EDUCATION,10.23,6.0,641,No,0
12264,31.0,51503.0,5,RENT,8447.0,MEDICAL,8.92,8.0,578,No,0
12265,30.0,118180.0,8,MORTGAGE,16000.0,DEBTCONSOLIDATION,9.5,4.0,626,No,0
12266,25.0,80568.0,4,MORTGAGE,4390.0,EDUCATION,7.49,4.0,684,Yes,0
12267,33.0,115133.0,6,MORTGAGE,4000.0,PERSONAL,6.96,9.0,637,No,0
12268,24.0,54390.0,3,OWN,17000.0,HOMEIMPROVEMENT,8.58,2.0,639,No,0
12269,35.0,120910.0,9,MORTGAGE,3000.0,DEBTCONSOLIDATION,8.36,10.0,560,No,0
12270,30.0,158840.0,9,MORTGAGE,7500.0,PERSONAL,10.67,7.0,670,Yes,0
12271,29.0,67418.0,6,MORTGAGE,23700.0,DEBTCONSOLIDATION,8.2,6.0,585,Yes,0
12272,27.0,297898.0,5,RENT,18000.0,EDUCATION,15.23,7.0,692,No,0
12273,27.0,37105.0,4,RENT,4200.0,VENTURE,10.91,7.0,523,Yes,0
12274,23.0,26785.0,2,OWN,6000.0,VENTURE,15.23,4.0,657,Yes,0
12275,33.0,67217.0,10,RENT,3600.0,DEBTCONSOLIDATION,6.98,7.0,690,No,0
12276,33.0,232536.0,5,MORTGAGE,5366.0,DEBTCONSOLIDATION,8.29,10.0,562,Yes,0
12277,27.0,72949.0,5,RENT,12000.0,HOMEIMPROVEMENT,13.21,6.0,694,Yes,0
12278,24.0,40032.0,5,RENT,4000.0,DEBTCONSOLIDATION,11.19,2.0,575,Yes,0
12279,40.0,48879.0,18,OWN,13750.0,MEDICAL,8.88,16.0,635,Yes,0
12280,24.0,61226.0,0,RENT,14000.0,VENTURE,9.76,3.0,654,Yes,0
12281,28.0,32119.0,4,RENT,6000.0,PERSONAL,7.15,6.0,596,No,0
12282,39.0,80515.0,17,MORTGAGE,5601.0,MEDICAL,6.47,12.0,617,No,0
12283,23.0,115126.0,0,MORTGAGE,10000.0,PERSONAL,7.96,4.0,577,Yes,0
12284,24.0,90694.0,4,RENT,12000.0,PERSONAL,12.53,4.0,592,Yes,0
12285,26.0,72987.0,2,MORTGAGE,5000.0,PERSONAL,7.43,5.0,622,Yes,0
12286,27.0,84938.0,1,RENT,5600.0,DEBTCONSOLIDATION,8.98,5.0,657,No,0
12287,33.0,58822.0,13,RENT,3600.0,VENTURE,8.46,7.0,623,Yes,0
12288,36.0,9595.0,11,RENT,912.0,EDUCATION,11.06,12.0,620,Yes,0
12289,29.0,72900.0,5,RENT,17000.0,PERSONAL,14.12,9.0,617,Yes,0
12290,33.0,84614.0,10,RENT,2469.0,DEBTCONSOLIDATION,15.16,11.0,664,Yes,0
12291,24.0,46583.0,0,RENT,8000.0,EDUCATION,12.76,4.0,644,Yes,0
12292,24.0,84901.0,1,MORTGAGE,9766.0,EDUCATION,13.55,3.0,656,No,0
12293,25.0,92611.0,1,MORTGAGE,5000.0,EDUCATION,10.07,3.0,609,No,0
12294,28.0,87251.0,4,MORTGAGE,18000.0,PERSONAL,11.88,8.0,617,No,0
12295,25.0,37192.0,3,MORTGAGE,8000.0,HOMEIMPROVEMENT,6.55,3.0,564,Yes,0
12296,31.0,241190.0,10,MORTGAGE,18806.0,VENTURE,11.67,9.0,554,Yes,0
12297,26.0,135583.0,5,MORTGAGE,3302.0,DEBTCONSOLIDATION,8.57,7.0,556,No,0
12298,37.0,51262.0,8,RENT,5000.0,MEDICAL,7.43,11.0,541,Yes,0
12299,24.0,54853.0,2,RENT,6000.0,EDUCATION,11.01,3.0,624,Yes,0
12300,31.0,44485.0,4,RENT,8000.0,PERSONAL,8.83,8.0,668,Yes,0
12301,28.0,43125.0,2,RENT,1800.0,MEDICAL,8.23,5.0,639,Yes,0
12302,29.0,58696.0,7,MORTGAGE,3249.0,EDUCATION,6.77,7.0,650,Yes,0
12303,28.0,49021.0,3,RENT,11548.0,PERSONAL,11.9,8.0,671,No,0
12304,29.0,46732.0,6,RENT,1000.0,EDUCATION,7.99,9.0,671,Yes,0
12305,32.0,187223.0,12,MORTGAGE,7478.0,PERSONAL,11.29,6.0,653,Yes,0
12306,25.0,37060.0,1,RENT,6500.0,MEDICAL,10.89,4.0,547,Yes,0
12307,25.0,41901.0,1,RENT,8238.0,DEBTCONSOLIDATION,11.98,4.0,568,Yes,0
12308,25.0,125707.0,4,MORTGAGE,9677.0,PERSONAL,8.13,2.0,626,Yes,0
12309,24.0,42559.0,3,RENT,2000.0,MEDICAL,11.71,3.0,572,Yes,0
12310,24.0,32783.0,1,RENT,4764.0,PERSONAL,10.99,5.0,587,Yes,0
12311,24.0,115131.0,1,RENT,10000.0,PERSONAL,10.87,4.0,645,Yes,0
12312,31.0,81133.0,6,MORTGAGE,9388.0,HOMEIMPROVEMENT,11.01,10.0,589,No,0
12313,28.0,81455.0,6,RENT,5000.0,MEDICAL,12.22,9.0,644,Yes,0
12314,27.0,68343.0,6,RENT,14000.0,MEDICAL,10.94,7.0,711,Yes,711
12315,22.0,42826.0,0,MORTGAGE,12149.0,VENTURE,14.14,4.0,628,Yes,0
12316,22.0,63418.0,2,MORTGAGE,6000.0,MEDICAL,7.88,4.0,649,Yes,0
12317,28.0,55333.0,6,RENT,5000.0,DEBTCONSOLIDATION,11.24,4.0,652,Yes,0
12318,37.0,49028.0,17,RENT,5000.0,VENTURE,12.19,12.0,671,Yes,0
12319,28.0,60975.0,8,RENT,15000.0,PERSONAL,7.25,9.0,681,Yes,0
12320,23.0,35400.0,0,RENT,5000.0,EDUCATION,7.14,3.0,646,Yes,0
12321,32.0,64779.0,6,RENT,8996.0,VENTURE,6.63,6.0,688,No,0
12322,24.0,121194.0,0,MORTGAGE,25000.0,VENTURE,11.43,4.0,668,Yes,0
12323,25.0,52537.0,5,RENT,6000.0,MEDICAL,10.85,4.0,664,Yes,0
12324,23.0,105992.0,0,RENT,20000.0,DEBTCONSOLIDATION,13.4,4.0,675,Yes,0
12325,25.0,73505.0,1,RENT,17000.0,PERSONAL,11.71,2.0,619,Yes,0
12326,26.0,36762.0,3,RENT,5356.0,EDUCATION,12.33,4.0,665,No,0
12327,31.0,28081.0,8,OWN,7000.0,EDUCATION,7.35,9.0,651,No,0
12328,26.0,43997.0,4,MORTGAGE,5300.0,EDUCATION,7.53,4.0,573,No,0
12329,24.0,57159.0,1,OWN,7000.0,MEDICAL,5.87,4.0,615,Yes,0
12330,25.0,99662.0,2,RENT,6000.0,HOMEIMPROVEMENT,7.88,3.0,591,Yes,0
12331,29.0,54851.0,5,RENT,9000.0,EDUCATION,13.11,7.0,592,No,0
12332,33.0,36868.0,12,RENT,9000.0,EDUCATION,7.49,9.0,572,Yes,0
12333,24.0,16769.0,0,RENT,1272.0,MEDICAL,10.94,3.0,672,No,0
12334,25.0,90901.0,1,MORTGAGE,6764.0,DEBTCONSOLIDATION,7.74,4.0,690,No,0
12335,35.0,73439.0,12,RENT,5097.0,PERSONAL,11.88,10.0,670,Yes,0
12336,24.0,81570.0,0,RENT,3000.0,DEBTCONSOLIDATION,10.02,3.0,598,Yes,0
12337,30.0,204882.0,9,RENT,24780.0,HOMEIMPROVEMENT,14.27,7.0,545,No,0
12338,32.0,48678.0,10,RENT,7000.0,PERSONAL,9.68,10.0,663,Yes,0
12339,28.0,75361.0,8,RENT,10411.0,EDUCATION,13.25,10.0,498,Yes,0
12340,25.0,66107.0,4,MORTGAGE,13850.0,PERSONAL,9.23,3.0,579,Yes,0
12341,27.0,129191.0,4,MORTGAGE,10932.0,VENTURE,9.39,6.0,658,No,0
12342,26.0,36859.0,2,RENT,1520.0,DEBTCONSOLIDATION,13.46,5.0,583,Yes,0
12343,26.0,48670.0,5,RENT,7200.0,EDUCATION,10.51,5.0,611,Yes,0
12344,25.0,42474.0,0,RENT,10000.0,VENTURE,11.8,4.0,686,Yes,0
12345,26.0,72707.0,2,MORTGAGE,16000.0,EDUCATION,7.89,4.0,655,Yes,0
12346,25.0,72906.0,1,RENT,8000.0,EDUCATION,5.69,2.0,640,Yes,0
12347,22.0,87413.0,0,RENT,6370.0,EDUCATION,6.77,2.0,563,Yes,0
12348,31.0,70760.0,7,RENT,1583.0,DEBTCONSOLIDATION,10.05,10.0,651,Yes,0
12349,26.0,85249.0,2,MORTGAGE,7000.0,MEDICAL,13.86,4.0,543,Yes,0
12350,37.0,28924.0,15,RENT,5263.0,VENTURE,9.96,12.0,697,Yes,0
12351,24.0,79161.0,2,RENT,8000.0,PERSONAL,9.06,3.0,640,No,0
12352,24.0,25072.0,0,OWN,6132.0,VENTURE,8.29,3.0,580,No,0
12353,33.0,131792.0,12,MORTGAGE,18388.0,MEDICAL,12.24,9.0,600,Yes,0
12354,29.0,91317.0,8,RENT,17000.0,VENTURE,11.26,6.0,608,Yes,0
12355,35.0,71881.0,13,MORTGAGE,9000.0,EDUCATION,9.96,12.0,610,Yes,0
12356,55.0,91197.0,29,MORTGAGE,10000.0,VENTURE,8.1,20.0,642,Yes,0
12357,23.0,79805.0,0,RENT,10018.0,DEBTCONSOLIDATION,11.78,4.0,630,No,0
12358,33.0,70566.0,9,RENT,8000.0,VENTURE,10.99,7.0,668,Yes,0
12359,25.0,210838.0,4,MORTGAGE,7839.0,EDUCATION,12.45,4.0,645,Yes,0
12360,44.0,72752.0,20,RENT,15000.0,HOMEIMPROVEMENT,11.01,14.0,745,No,745
12361,37.0,84958.0,14,MORTGAGE,4899.0,MEDICAL,12.16,15.0,633,Yes,0
12362,31.0,76364.0,8,MORTGAGE,6000.0,MEDICAL,11.8,8.0,667,No,0
12363,28.0,132987.0,5,MORTGAGE,4781.0,MEDICAL,7.99,9.0,569,No,0
12364,24.0,162473.0,4,MORTGAGE,12763.0,VENTURE,13.61,4.0,693,No,0
12365,23.0,72693.0,2,MORTGAGE,13200.0,PERSONAL,7.94,4.0,704,Yes,704
12366,26.0,121224.0,6,MORTGAGE,24000.0,HOMEIMPROVEMENT,10.99,4.0,685,Yes,0
12367,23.0,43181.0,2,RENT,4800.0,DEBTCONSOLIDATION,5.42,3.0,697,Yes,0
12368,28.0,151081.0,5,MORTGAGE,20000.0,DEBTCONSOLIDATION,11.03,6.0,613,No,0
12369,25.0,39991.0,4,RENT,5000.0,PERSONAL,8.08,6.0,687,No,0
12370,28.0,25526.0,5,RENT,3945.0,DEBTCONSOLIDATION,12.19,6.0,662,No,0
12371,27.0,81379.0,5,RENT,12000.0,EDUCATION,11.27,7.0,650,Yes,0
12372,25.0,59947.0,0,MORTGAGE,4800.0,EDUCATION,11.07,5.0,655,Yes,0
12373,29.0,133125.0,6,MORTGAGE,5000.0,MEDICAL,10.01,9.0,705,Yes,705
12374,23.0,43160.0,0,RENT,8000.0,EDUCATION,9.65,3.0,600,No,0
12375,31.0,72963.0,12,RENT,4750.0,HOMEIMPROVEMENT,8.47,7.0,603,No,0
12376,25.0,192994.0,4,MORTGAGE,20000.0,VENTURE,16.96,3.0,673,No,0
12377,26.0,90817.0,0,RENT,7000.0,PERSONAL,10.23,4.0,592,No,0
12378,30.0,40663.0,11,RENT,6000.0,PERSONAL,8.88,8.0,716,No,716
12379,26.0,116598.0,6,MORTGAGE,1500.0,HOMEIMPROVEMENT,10.39,3.0,617,Yes,0
12380,36.0,96972.0,10,MORTGAGE,5000.0,MEDICAL,11.11,10.0,580,No,0
12381,23.0,58061.0,3,RENT,3500.0,VENTURE,12.69,3.0,614,Yes,0
12382,27.0,192586.0,4,MORTGAGE,25000.0,HOMEIMPROVEMENT,11.01,9.0,690,No,0
12383,34.0,63663.0,12,RENT,14000.0,VENTURE,12.04,12.0,680,No,0
12384,27.0,181144.0,3,RENT,8000.0,EDUCATION,11.97,7.0,603,Yes,0
12385,31.0,241278.0,8,MORTGAGE,7800.0,PERSONAL,9.63,6.0,669,No,0
12386,26.0,60867.0,0,MORTGAGE,20000.0,HOMEIMPROVEMENT,14.75,4.0,585,Yes,0
12387,28.0,150905.0,6,MORTGAGE,8000.0,MEDICAL,9.88,8.0,646,No,0
12388,24.0,114892.0,0,MORTGAGE,4000.0,VENTURE,10.94,4.0,620,No,0
12389,23.0,60531.0,0,MORTGAGE,8997.0,PERSONAL,14.24,5.0,639,Yes,0
12390,32.0,180914.0,12,OWN,24000.0,VENTURE,7.11,8.0,624,No,0
12391,32.0,121714.0,9,RENT,20000.0,PERSONAL,9.88,8.0,537,Yes,0
12392,32.0,46895.0,6,RENT,10970.0,EDUCATION,8.2,9.0,676,No,0
12393,48.0,79247.0,23,RENT,7632.0,PERSONAL,7.3,20.0,641,No,0
12394,23.0,76047.0,0,MORTGAGE,12000.0,MEDICAL,7.29,4.0,650,No,0
12395,24.0,54740.0,0,RENT,12000.0,MEDICAL,8.28,3.0,592,Yes,0
12396,30.0,43064.0,4,RENT,2000.0,EDUCATION,9.7,8.0,610,Yes,0
12397,24.0,116035.0,0,MORTGAGE,10000.0,EDUCATION,10.17,3.0,641,No,0
12398,37.0,72878.0,14,RENT,6000.0,VENTURE,12.69,11.0,651,No,0
12399,28.0,37131.0,5,RENT,7613.0,PERSONAL,13.48,8.0,675,Yes,0
12400,56.0,126793.0,28,MORTGAGE,20000.0,EDUCATION,15.26,25.0,587,Yes,0
12401,26.0,127119.0,2,MORTGAGE,4917.0,HOMEIMPROVEMENT,11.31,4.0,609,Yes,0
12402,21.0,42404.0,0,RENT,7000.0,VENTURE,13.48,3.0,630,Yes,0
12403,35.0,84695.0,7,RENT,5000.0,PERSONAL,10.27,8.0,695,Yes,0
12404,22.0,60886.0,0,RENT,6940.0,VENTURE,7.43,4.0,584,Yes,0
12405,26.0,77089.0,0,MORTGAGE,20000.0,EDUCATION,9.67,3.0,670,Yes,0
12406,37.0,45737.0,12,RENT,3537.0,MEDICAL,12.71,10.0,657,No,0
12407,33.0,97125.0,9,MORTGAGE,8000.0,VENTURE,20.0,6.0,668,No,0
12408,27.0,79388.0,3,RENT,18000.0,HOMEIMPROVEMENT,10.15,5.0,672,No,0
12409,27.0,67014.0,6,RENT,10000.0,EDUCATION,10.27,5.0,644,Yes,0
12410,23.0,108997.0,1,RENT,12000.0,EDUCATION,9.17,3.0,631,Yes,0
12411,24.0,67095.0,5,RENT,10000.0,VENTURE,14.36,3.0,627,Yes,0
12412,33.0,53631.0,10,RENT,9256.0,MEDICAL,7.56,7.0,671,Yes,0
12413,27.0,121020.0,7,MORTGAGE,15000.0,MEDICAL,13.88,5.0,642,Yes,0
12414,28.0,68440.0,5,MORTGAGE,13000.0,VENTURE,9.98,5.0,628,Yes,0
12415,30.0,116139.0,8,MORTGAGE,6000.0,HOMEIMPROVEMENT,7.55,8.0,645,Yes,0
12416,35.0,97296.0,14,MORTGAGE,7754.0,EDUCATION,9.82,7.0,643,Yes,0
12417,23.0,39169.0,0,RENT,5000.0,DEBTCONSOLIDATION,7.55,5.0,654,No,0
12418,27.0,49047.0,2,RENT,12000.0,VENTURE,10.23,5.0,659,No,0
12419,26.0,48938.0,5,RENT,8000.0,DEBTCONSOLIDATION,10.91,5.0,589,Yes,0
12420,24.0,54823.0,2,MORTGAGE,14589.0,EDUCATION,10.16,4.0,650,No,0
12421,25.0,87807.0,3,MORTGAGE,6000.0,EDUCATION,7.32,4.0,618,Yes,0
12422,23.0,58581.0,0,MORTGAGE,9910.0,EDUCATION,9.5,4.0,662,Yes,0
12423,24.0,80168.0,2,OWN,6670.0,PERSONAL,10.32,3.0,590,Yes,0
12424,26.0,25650.0,2,RENT,5539.0,VENTURE,7.42,6.0,635,Yes,0
12425,26.0,58254.0,3,MORTGAGE,3000.0,VENTURE,10.77,4.0,655,Yes,0
12426,35.0,76205.0,10,RENT,14000.0,EDUCATION,11.16,11.0,717,No,717
12427,33.0,229181.0,9,MORTGAGE,20326.0,VENTURE,12.94,10.0,675,No,0
12428,27.0,128955.0,6,RENT,6000.0,EDUCATION,13.88,5.0,670,Yes,0
12429,26.0,49175.0,4,RENT,5000.0,MEDICAL,13.83,3.0,642,No,0
12430,24.0,159202.0,1,MORTGAGE,10000.0,HOMEIMPROVEMENT,8.76,4.0,629,Yes,0
12431,29.0,37293.0,3,RENT,3000.0,MEDICAL,7.32,8.0,582,Yes,0
12432,24.0,31380.0,2,RENT,2032.0,VENTURE,11.94,3.0,666,Yes,0
12433,24.0,109232.0,4,RENT,15000.0,HOMEIMPROVEMENT,16.0,4.0,604,Yes,0
12434,29.0,38112.0,4,MORTGAGE,9918.0,PERSONAL,7.9,6.0,541,Yes,0
12435,32.0,68343.0,8,MORTGAGE,11507.0,HOMEIMPROVEMENT,11.01,9.0,670,Yes,0
12436,29.0,76925.0,4,RENT,10000.0,MEDICAL,14.71,7.0,524,Yes,0
12437,32.0,130831.0,8,MORTGAGE,15000.0,DEBTCONSOLIDATION,10.05,9.0,566,Yes,0
12438,25.0,64648.0,4,MORTGAGE,8000.0,EDUCATION,8.25,2.0,555,No,0
12439,36.0,63242.0,11,RENT,3000.0,MEDICAL,11.14,8.0,602,No,0
12440,25.0,48203.0,2,RENT,6412.0,VENTURE,10.53,3.0,624,No,0
12441,24.0,31229.0,2,RENT,2025.0,VENTURE,12.45,3.0,632,Yes,0
12442,23.0,84611.0,2,MORTGAGE,1087.0,PERSONAL,11.01,3.0,540,Yes,0
12443,23.0,62953.0,1,MORTGAGE,4134.0,PERSONAL,9.57,3.0,683,Yes,0
12444,53.0,37001.0,31,RENT,5000.0,VENTURE,12.66,19.0,699,No,0
12445,30.0,205616.0,6,RENT,25000.0,HOMEIMPROVEMENT,13.01,7.0,553,Yes,0
12446,31.0,116527.0,9,MORTGAGE,12000.0,VENTURE,11.52,6.0,653,Yes,0
12447,26.0,54943.0,6,RENT,7000.0,EDUCATION,7.48,4.0,530,Yes,0
12448,23.0,35331.0,0,RENT,8492.0,DEBTCONSOLIDATION,7.84,3.0,550,Yes,0
12449,29.0,78876.0,4,MORTGAGE,15000.0,VENTURE,11.37,8.0,732,Yes,732
12450,27.0,34668.0,4,RENT,6000.0,VENTURE,13.53,6.0,670,Yes,0
12451,23.0,37052.0,1,RENT,5000.0,EDUCATION,11.81,3.0,665,Yes,0
12452,26.0,76579.0,1,RENT,7997.0,VENTURE,12.5,3.0,644,Yes,0
12453,25.0,92148.0,0,RENT,2753.0,EDUCATION,8.91,6.0,672,Yes,0
12454,34.0,95502.0,11,RENT,10761.0,HOMEIMPROVEMENT,11.83,9.0,731,Yes,731
12455,26.0,103301.0,3,RENT,12000.0,PERSONAL,11.01,3.0,623,No,0
12456,33.0,241141.0,11,MORTGAGE,20000.0,PERSONAL,11.48,10.0,627,Yes,0
12457,23.0,51571.0,0,RENT,6017.0,VENTURE,9.75,4.0,670,Yes,0
12458,24.0,68457.0,0,RENT,9000.0,HOMEIMPROVEMENT,10.5,3.0,688,Yes,0
12459,33.0,51173.0,11,RENT,2000.0,VENTURE,11.53,10.0,666,Yes,0
12460,22.0,34967.0,0,RENT,1141.0,MEDICAL,12.78,4.0,702,No,702
12461,24.0,81396.0,3,RENT,20000.0,HOMEIMPROVEMENT,11.29,2.0,621,Yes,0
12462,30.0,161768.0,9,MORTGAGE,5463.0,VENTURE,11.09,5.0,655,No,0
12463,32.0,175517.0,9,MORTGAGE,1976.0,MEDICAL,11.86,6.0,695,Yes,0
12464,33.0,76848.0,10,MORTGAGE,13334.0,VENTURE,12.58,9.0,718,No,718
12465,27.0,78940.0,3,RENT,7694.0,DEBTCONSOLIDATION,13.37,5.0,613,Yes,0
12466,25.0,112116.0,3,MORTGAGE,5338.0,MEDICAL,10.11,4.0,587,Yes,0
12467,25.0,33271.0,0,RENT,3000.0,PERSONAL,10.78,3.0,681,Yes,0
12468,29.0,61047.0,8,MORTGAGE,8000.0,VENTURE,6.29,8.0,639,No,0
12469,23.0,65413.0,0,MORTGAGE,8572.0,HOMEIMPROVEMENT,7.87,3.0,595,Yes,0
12470,36.0,96826.0,13,RENT,1928.0,VENTURE,10.91,10.0,664,No,0
12471,29.0,61234.0,6,RENT,14454.0,DEBTCONSOLIDATION,11.01,5.0,524,Yes,0
12472,29.0,111212.0,4,MORTGAGE,22147.0,HOMEIMPROVEMENT,8.11,7.0,637,Yes,0
12473,23.0,91139.0,0,MORTGAGE,3000.0,HOMEIMPROVEMENT,7.51,3.0,637,No,0
12474,27.0,48896.0,4,OWN,15000.0,HOMEIMPROVEMENT,9.1,5.0,536,Yes,0
12475,27.0,75462.0,7,MORTGAGE,9600.0,EDUCATION,13.8,7.0,662,Yes,0
12476,23.0,82345.0,0,RENT,7500.0,PERSONAL,10.48,3.0,560,Yes,0
12477,28.0,133240.0,9,MORTGAGE,15000.0,HOMEIMPROVEMENT,7.9,6.0,665,No,0
12478,30.0,61095.0,6,RENT,8300.0,HOMEIMPROVEMENT,10.46,7.0,649,No,0
12479,26.0,73033.0,3,MORTGAGE,13500.0,PERSONAL,7.49,3.0,629,Yes,0
12480,26.0,75435.0,7,MORTGAGE,3000.0,HOMEIMPROVEMENT,9.81,7.0,694,Yes,0
12481,27.0,85277.0,7,RENT,8000.0,HOMEIMPROVEMENT,14.56,8.0,622,No,0
12482,27.0,144916.0,4,RENT,11040.0,EDUCATION,12.59,7.0,610,Yes,0
12483,23.0,37101.0,0,RENT,6000.0,DEBTCONSOLIDATION,12.32,4.0,682,No,0
12484,30.0,81521.0,6,MORTGAGE,9214.0,DEBTCONSOLIDATION,11.28,8.0,616,No,0
12485,22.0,65844.0,0,RENT,12000.0,DEBTCONSOLIDATION,10.19,3.0,624,No,0
12486,32.0,169170.0,10,MORTGAGE,12000.0,HOMEIMPROVEMENT,9.25,8.0,583,Yes,0
12487,29.0,144766.0,9,MORTGAGE,7000.0,PERSONAL,8.46,10.0,639,Yes,0
12488,23.0,46628.0,0,RENT,2410.0,MEDICAL,13.61,4.0,632,No,0
12489,32.0,97027.0,7,MORTGAGE,5000.0,VENTURE,7.61,14.0,702,No,702
12490,28.0,174853.0,6,MORTGAGE,12000.0,PERSONAL,10.8,7.0,611,No,0
12491,22.0,56509.0,0,RENT,6264.0,DEBTCONSOLIDATION,11.97,4.0,667,Yes,0
12492,31.0,114965.0,7,MORTGAGE,25000.0,PERSONAL,12.36,7.0,573,Yes,0
12493,23.0,96996.0,3,RENT,4000.0,EDUCATION,11.13,5.0,606,Yes,0
12494,28.0,180789.0,6,MORTGAGE,20000.0,PERSONAL,11.46,8.0,632,No,0
12495,31.0,59033.0,7,MORTGAGE,6000.0,PERSONAL,9.84,9.0,716,Yes,716
12496,26.0,78831.0,0,RENT,4200.0,DEBTCONSOLIDATION,15.2,4.0,618,Yes,0
12497,25.0,37206.0,1,RENT,5000.0,EDUCATION,7.92,4.0,712,Yes,712
12498,23.0,75506.0,0,MORTGAGE,6442.0,PERSONAL,10.44,3.0,623,Yes,0
12499,29.0,99466.0,6,MORTGAGE,10000.0,PERSONAL,8.61,6.0,593,No,0
12500,35.0,48882.0,12,RENT,9600.0,VENTURE,12.34,8.0,712,No,712
12501,23.0,70430.0,0,MORTGAGE,6455.0,VENTURE,10.24,3.0,623,Yes,0
12502,24.0,74456.0,5,MORTGAGE,5777.0,PERSONAL,8.88,3.0,600,Yes,0
12503,25.0,103054.0,2,MORTGAGE,20810.0,VENTURE,11.62,3.0,664,Yes,0
12504,27.0,61912.0,7,RENT,1800.0,PERSONAL,13.19,6.0,616,No,0
12505,25.0,72726.0,6,MORTGAGE,6966.0,EDUCATION,9.51,3.0,650,No,0
12506,23.0,56230.0,0,RENT,5758.0,VENTURE,9.09,4.0,637,Yes,0
12507,28.0,57659.0,7,RENT,5000.0,MEDICAL,11.67,5.0,685,No,0
